ISIN;nom;ticker
LU0300739322;Templeton Emerging Mkts Sm Cos N Acc $;
LU0300740767;Templeton Global High Yield A Acc $;
LU0300741062;Templeton Global High Yield A MDis $;
LU0300741229;Templeton Global High Yield I Acc $;
LU0300741732;Franklin Natural Resources A Acc ?;
LU0300742037;Franklin Natural Resources N Acc ?;
LU0300742383;Franklin Natural Resources I Acc ?;
LU0300742896;Franklin Strategic Income A Acc ?;
LU0300743191;Franklin Strategic Income A MDis ?;
LU0300743431;Templeton Emerging Mkts Sm Cos A Acc ?;
LU0300743605;Templeton Emerging Mkts Sm Cos I Acc ?;
LU0300743944;Templeton Global High Yield A Acc ?;
LU0300744165;Templeton Global High Yield A MDis ?;
LU0300744322;Templeton Global High Yield N Acc ?;
LU0300744595;Templeton Global High Yield I Acc ?;
LU0300744835;Templeton Euro High Yield A MDis ?;
LU0300745303;Templeton Global Bond A YDis ?;
LU0300745642;Templeton Global Bond I YDis ?;
LU0300745725;Templeton Glbl Total Return A YDis ?;
LU0300746376;Templeton Glbl Total Return I YDis ?;
LU0300746616;Templeton Emerging Mkts Sm Cos A YDis ?;
LU0300834669;Alken Small Cap Europe R;
LU0300873303;Aviva Investors Em Mkts Eq SmCap A;
LU0300873642;Aviva Investors Em Mkts Eq SmCap B $ Acc;
LU0300873725;Aviva Investors Em Mkts Eq SmCap B $ Inc;
LU0300874459;Aviva Investors Em Mkts Eq SmCap I;
LU0300929451;UBS (Lux) KSS 2 European Eqs 130/30 P;
LU0300965257;Fideuram Equity USA AH;
LU0300966222;Fideuram Equity Pacific Ex Japan AH;
LU0300996484;GS Glbl LIBOR + I IO Acc;
LU0300997029;GS Glbl Sm Cap Core Eq P Snap;
LU0301152442;?koWorld ?koWorld Klima C;
LU0301246772;LTIF Classic CHF;
LU0301246855;LTIF Alpha CHF;
LU0301246939;LTIF Natural Resources CHF;
LU0301247077;LTIF Classic USD;
LU0301247150;LTIF Alpha USD;
LU0301247234;LTIF Natural Resources USD;
LU0301315254;Degroof Eqs Intl Selection A;
LU0301501127;Allianz RCM Global EcoTrends IT EUR;
LU0301634860;JF Korea Eq A (acc)-USD;
LU0301635750;JF Korea Eq A (dist)-USD;
LU0301637293;JF Korea Eq A (acc)-EUR;
LU0301637707;JF Korea Eq B (acc)-USD;
LU0301638002;JPM JF Korea Equity C (acc) - USD;
LU0301638341;JF Korea Eq D (acc)-USD;
LU0301639745;JPMorgan Korea Equity I (acc)-USD;
LU0302282511;GS Glbl Emerg Mkts Debt Local Base Inc;
LU0302282867;GS Glbl Emerg Mkts Debt Local Base Acc;
LU0302282941;GS Glbl Emerg Mkts Debt Local A Inc;
LU0302283246;GS Glbl Emerg Mkts Debt Local A Acc;
LU0302283329;GS Glbl Emerg Mkts Debt Local I Inc;
LU0302283675;GS Glbl Emerg Mkts Debt Local I Acc;
LU0302284566;GS Glbl Emerg Mkts Debt Local E Inc;
LU0302284640;GS Glbl Emerg Mkts Debt Local E Acc;
LU0302288716;GS Glbl Emerg Mkts Debt Local P Inc;
LU0302289524;GS Glbl Emerg Mkts Debt Local P Acc;
LU0302290456;GS Glbl Emerg Mkts Debt Local IX;
LU0302291850;GS Glbl Emerg Mkts Debt Local IO;
LU0302445910;Schroder ISF Glbl Clmt Chg Eq A USD;
LU0302446132;Schroder ISF Glbl Clmt Chg Eq C USD Acc;
LU0302446215;Schroder ISF Glbl Clmt Chg Eq A1 USD;
LU0302446306;Schroder ISF Glbl Clmt Chg Eq I USD;
LU0302446488;Schroder ISF Glbl Clmt Chg Eq C USD Inc;
LU0302446645;Schroder ISF Glbl Clmt Chg Eq A EUR;
LU0302446991;Schroder ISF Glbl Clmt Chg Eq B EUR;
LU0302447452;Schroder ISF Glbl Clmt Chg Eq C EUR;
LU0302447536;Schroder ISF Glbl Clmt Chg Eq A1 EUR;
LU0302447619;Schroder ISF Glbl Clmt Chg Eq I EUR;
LU0302644280;Cap Int Emerg Mkts Ttl Opps C;
LU0302644520;Cap Int Emerg Mkts Ttl Opps Cd;
LU0302644959;Cap Int Emerg Mkts Ttl Opps X;
LU0302646574;Cap Int Emerg Mkts Ttl Opps B;
LU0302740245;Pioneer Fds Global Ecology A USD ND;
LU0302743264;Pioneer Fds Global Ecology B USD ND;
LU0302743777;Pioneer Fds Global Ecology C USD ND;
LU0302976872;Swisscanto (LU) EF Water Invest B;
LU0302977094;Swisscanto (LU) EF Water Invest J;
LU0303494743;Pictet World Government Bonds-I EUR;
LU0303495120;Pictet World Government Bonds-P EUR;
LU0303496011;Pictet World Government Bonds-P?dy EUR;
LU0303496367;Pictet World Government Bonds-R EUR;
LU0303706609;ING (L) Invest Greater China I USD Acc;
LU0303706948;ING (L) Invest Latin America I USD;
LU0303756455;JB EF Africa Focus-EUR A;
LU0303756539;JB EF Africa Focus-EUR B;
LU0303756612;JB EF Africa Focus-EUR C;
LU0303756885;JB EF Africa Focus-CHF A;
LU0303757008;JB EF Africa Focus-CHF B;
LU0303757263;JB EF Africa Focus-CHF C;
LU0303757420;JB EF Infrastructure-EUR A;
LU0303757693;JB EF Infrastructure-EUR B;
LU0303757776;JB EF Infrastructure-EUR C;
LU0303757933;JB EF Infrastructure-USD A;
LU0303758071;JB EF Infrastructure-USD B;
LU0303758154;JB EF Infrastructure-USD C;
LU0303758311;JB EF Infrastructure-CHF A;
LU0303758402;JB EF Infrastructure-CHF B;
LU0303758584;JB EF Infrastructure-CHF C;
LU0303758824;JB EF Natural Resources-EUR A;
LU0303759046;JB EF Natural Resources-EUR B;
LU0303759129;JB EF Natural Resources-EUR C;
LU0303759806;JB EF Natural Resources-USD A;
LU0303760135;JB EF Natural Resources-USD B;
LU0303760309;JB EF Natural Resources-USD C;
LU0303760721;JB EF Natural Resources-CHF A;
LU0303761299;JB EF Natural Resources-CHF B;
LU0303761539;JB EF Natural Resources-CHF C;
LU0303816028;FF - EMEA A Euro;
LU0303816705;FF - EMEA A Acc Euro;
LU0303816887;FF - EMEA E Acc Euro;
LU0303821028;FF - EMEA A USD;
LU0303823156;FF - EMEA A Acc USD;
LU0303846876;BGF Global Corporate Bond Hdg A4 EUR;
LU0304100257;GS Glbl High Yield E EUR Hdgd;
LU0304100331;GS Glbl Fixed Income Hdgd E;
LU0304226433;Aberdeen Global II Euro Corp Bond I2;
LU0304232837;Aberdeen Global II Global Bond J2;
LU0304234296;Aberdeen Global II USD H/Y Bd I2 USD;
LU0304234379;Aberdeen Global II USD H/Y Bd I2 EUR;
LU0304236150;Aberdeen Global II Index Linked Bond I2;
LU0304236580;Aberdeen Global II Index Linked Bond K2;
LU0304239170;Aberdeen Global II LgDtd Stlg Bond I2;
LU0304239501;Aberdeen Global II LgDtd Stlg Bond K2;
LU0304240699;Aberdeen Global II LgDtd Stlg Credit K2;
LU0304241077;Aberdeen Global II - Sterling Aggregate Bond Fund ;
LU0304241580;Aberdeen Global II Sterling Aggreg Bd I2;
LU0304242554;Aberdeen Global II Sterling Aggreg Bd K2;
LU0304244501;Aberdeen Global II Sterling Credit I2;
LU0304245490;Aberdeen Global II Sterling Credit K2;
LU0304256422;Aberdeen Global II Emer Mkts FI Alpha I1;
LU0304259285;Aberdeen Global II - Sterling Aggregate Bond Fund ;
LU0304859712;Dexia Eqs L Europe High Dividend C Acc;
LU0304860058;Dexia Eqs L Europe High Dividend C Inc;
LU0304860561;Dexia Eqs L Europe High Dividend N;
LU0304860645;Dexia Eqs L Europe High Dividend I;
LU0304860991;Dexia Eqs L Sust Green Planet C Acc;
LU0304861296;Dexia Eqs L Sust Green Planet C Inc;
LU0304861379;Dexia Eqs L Sust Green Planet N;
LU0304861536;Dexia Eqs L Sust Green Planet I;
LU0304955437;Edgewood L Select US Select Gr A EUR;
LU0304955940;Edgewood L Select US Select Gr I EUR;
LU0305393380;AB SICAV Global Plus FI S USD Acc;
LU0305393620;AB SICAV Global Plus FI S1 USD Acc;
LU0305394354;AB SICAV Global Plus FI S1 EUR Hdg Acc;
LU0305606716;Barclays UK Alpha (Lux) A Acc;
LU0305819384;Nordea-1 Global Stable Equity Fund AP;
LU0305827056;JB EF Africa Focus-USD A;
LU0305830605;JB EF Africa Focus-USD B;
LU0305830787;JB EF Africa Focus-USD C;
LU0305892035;TreeTop Convertible Intl C GBP;
LU0305899550;Schroder ISF QEP Glbl Act Val ? Hdgd A;
LU0305900820;Schroder ISF QEP Glbl Act Val ? Hdgd B;
LU0305901398;Schroder ISF QEP Glbl Act Val ? Hdgd C;
LU0306084707;UBS Multi Manager Access Global Eq;
LU0306284893;UBAM IFDC Japan Opportunities Eq A;
LU0306285197;UBAM IFDC Japan Opportunities Eq I;
LU0306285783;UBAM IFDC Japan Opportunities Eq R;
LU0306285940;UBAM Equity BRIC+ A Acc;
LU0306286088;UBAM Equity BRIC+ A Inc;
LU0306286161;UBAM Equity BRIC+ I;
LU0306286328;UBAM Equity BRIC+ R;
LU0306489781;LFP Opp Delff Euro High Return B;
LU0306804302;Schroder ISF Glbl Clmt Chg Eq A ? Hdg;
LU0306804641;Schroder ISF Glbl Clmt Chg Eq B ? Hdg;
LU0306805028;Schroder ISF Glbl Clmt Chg Eq C ? Hdg;
LU0306805531;Schroder ISF Glbl Clmt Chg Eq A1 ? Hdgd;
LU0306806265;Schroder ISF Global Div Maximiser A;
LU0306806778;Schroder ISF Global Div Maximiser B;
LU0306807156;Schroder ISF Global Div Maximiser C?Acc;
LU0306807586;Schroder ISF Global Div Maximiser A Dis;
LU0306809798;Schroder ISF Global Div Maximiser C Dis;
LU0307019926;Invesco European Bond A Inc;
LU0307095868;UBS (Lux) BS Brazil (USD) P Acc;
LU0307383066;Pioneer Fds European Potential I EUR ND;
LU0307383496;Pioneer Fds Global Ecology C EUR ND;
LU0307384460;Pioneer Fds Glbl High Yield A EUR DA;
LU0307384627;Pioneer Fds Emerg Mkts Bd A EUR DA;
LU0307653898;BGF Global Corporate Bond Hdg E2 EUR;
LU0307715754;Parworld Track Continental Europe C C;
LU0307715911;Parworld Track Continental Europe I C;
LU0307716133;Parworld Track Continental Europe X;
LU0307716216;Parworld Track Continental Europe N;
LU0307716307;Parworld Track Continental Europe P;
LU0307720754;Parworld Track Japan C C;
LU0307720911;Parworld Track Japan I;
LU0307721489;Parworld Track Japan P;
LU0307722537;Parworld Track North America C C;
LU0307722701;Parworld Track North America I;
LU0307723774;Parworld Track North America P;
LU0307789528;HSBC GIF Glbl Emerging Markets Eq S1 Inc;
LU0307839646;FF - Emerging Markets A Euro;
LU0308241487;Schroder ISF Japanese Eq Alpha EUR C;
LU0308372076;GMS Alpha+ World Equity II Acc;
LU0308380681;GS Glbl High Yield I Acc GBP Hdgd;
LU0308380848;GS Glbl LIBOR + I E Acc ? Hdgd;
LU0308381069;GS Glbl LIBOR + II E Acc ? Hdgd;
LU0308772762;BGF Global Allocation Hdg A2 SGD;
LU0308864023;MainFirst Top European Ideas A;
LU0308864296;MainFirst Top European Ideas B;
LU0308864965;MainFirst Top European Ideas C;
LU0308871747;JPM Euroland Select Eq A (acc)-EUR;
LU0308872398;JPM Euroland Select Eq A (dist)-EUR;
LU0308872471;JPM Euroland Select Equity B (acc) - EUR;
LU0308872554;JPM Euroland Select Eq C (acc)-EUR;
LU0308872638;JPM Euroland Select Eq D (acc)-EUR;
LU0308873107;JPM Euroland Select Eq X (acc)-EUR;
LU0308882272;Schroder ISF Global Div Maximiser A1;
LU0308882355;Schroder ISF Global Div Maximiser A1 Dis;
LU0308885705;F&C Diversified Growth I EUR;
LU0308885887;F&C Diversified Growth X EUR;
LU0308886265;F&C Diversified Growth X GBP Hedged;
LU0309035367;Pictet Short-Term Money Market JPY I;
LU0309035441;Pictet Short-Term Money Market JPY P;
LU0309035524;Pictet Short-Term Money Market JPY P?dy;
LU0309035870;Pictet Short-Term Money Market JPY R;
LU0309082104;Leonardo Infrastructure Europe I;
LU0309082369;Leonardo Infrastructure Europe A;
LU0309082799;DNCA Invest Infrastructures (LIFE) B;
LU0309123817;HSBC GIF Emerging Wealth A;
LU0309124039;HSBC GIF Emerging Wealth A (D);
LU0309191491;BL-Equities Dividend A;
LU0309191657;BL-Equities Dividend B;
LU0309191731;BL-Optinvest Euro;
LU0309191905;BL-Emerging Markets A;
LU0309192036;BL-Emerging Markets B;
LU0309381191;Triodos Sustainable Equity I;
LU0309381605;Triodos Sustainable Bond I Acc;
LU0309468808;Nordea-1 Latin American Equity Fund BP;
LU0309468980;Nordea-1 Latin American Equity Fund E;
LU0309769247;?koWorld ?kovision Europe C;
LU0310155535;URAM Energy Stock (EUR) B;
LU0310156186;URAM Energy Stock (EUR) C;
LU0310157077;URAM Mining Stock (USD) B;
LU0310157408;URAM Mining Stock (USD) C;
LU0310187579;T. Rowe Price Mid East & Africa Eq A;
LU0310188205;T. Rowe Price Mid East & Africa Eq I;
LU0310189781;T. Rowe Price Emg Local Mkts Bd I;
LU0310511422;HSBC GIF New World Income L1 Acc;
LU0310511695;HSBC GIF New World Income L1;
LU0310511851;HSBC GIF Global Macro R1C EUR;
LU0310799852;Templeton Glbl Equity Income A QDis SGD;
LU0310800379;Templeton Global A Acc SGD;
LU0310800619;Franklin Asian Flex Cap A Acc SGD;
LU0310800965;Templeton Global Balanced A Acc SGD;
LU0311356488;URAM Mining Stock (EUR) B;
LU0311356645;URAM Mining Stock (EUR) C;
LU0311365554;URAM Energy Stock (USD) C;
LU0311545023;T. Rowe Price Glbl Emg Mkts Eq Jd;
LU0311979883;MFS? Meridian Japan Equity I1 EUR;
LU0312333569;Robeco European Conservative Equities I;
LU0312383663;Pictet Clean Energy-I EUR;
LU0312595415;Schroder ISF Glbl Clmt Chg Eq A SGD;
LU0313355587;GS Gr & Em Mkts CORE Eq Base Close Acc;
LU0313357369;GS Gr & Em Mkts CORE Eq P Close Inc;
LU0313357799;GS Gr & Em Mkts CORE Eq P Close Acc;
LU0313358250;GS Gr & Em Mkts CORE Eq I Close Acc;
LU0313359225;GS Gr & Em Mkts CORE Eq IO Close Acc;
LU0313638883;Pioneer Fds Glbl Div Eq 130/30 A ? ND;
LU0313638966;Pioneer Fds Glbl Eq Target Inc A USD ND;
LU0313640277;Pioneer Fds Glbl Div Eq 130/30 I ? ND;
LU0313643024;Pioneer Fds Commodity Alpha A EUR ND;
LU0313643297;Pioneer Fds Commodity Alpha A USD ND;
LU0313643370;Pioneer Fds Commodity Alpha A EUR HND;
LU0313644188;Pioneer Fds Commodity Alpha I EUR ND;
LU0313644261;Pioneer Fds Commodity Alpha I USD ND;
LU0313644857;Pioneer Fds Euro Aggt Bd A EUR DA;
LU0313644931;Pioneer Fds Euro Aggt Bd A EUR ND;
LU0313645821;Pioneer Fds Euro Aggt Bd I EUR ND;
LU0313646399;Pioneer Fds Glbl Aggregate Bd A USD DA;
LU0313646472;Pioneer Fds Glbl Aggregate Bd A EUR ND;
LU0313646555;Pioneer Fds Glbl Aggregate Bd A USD ND;
LU0313647108;Pioneer Fds Glbl Aggregate Bd I EUR ND;
LU0313647280;Pioneer Fds Glbl Aggregate Bd I USD ND;
LU0313647520;Pioneer Fds European Eq Value A EUR ND;
LU0313647793;Pioneer Fds European Eq Value A USD ND;
LU0313648254;Pioneer Fds European Eq Value I EUR ND;
LU0313649492;Pioneer Fds Lat America Eq A EUR ND;
LU0313649575;Pioneer Fds Lat America Eq A USD ND;
LU0313650078;Pioneer Fds Lat America Eq I EUR ND;
LU0313650151;Pioneer Fds Lat America Eq I USD ND;
LU0313923228;BSF European Opps Ext Strategies A2 EUR;
LU0313923905;BSF European Opportunities Extn AD;
LU0314587907;Schroder ISF Middle East USD A;
LU0314588467;Schroder ISF Middle East USD B;
LU0314589358;Schroder ISF Middle East USD C;
LU0314589945;Schroder ISF Middle East USD A1;
LU0314591099;Schroder ISF Middle East USD I;
LU0314607192;Schroder ISF Hong Kong Dollar Bd I;
LU0314874123;Dexia Quant Eqs USA C Acc EUR Hdg;
LU0314875369;Dexia Quant Eqs USA V;
LU0315078393;Schroder ISF European Eq Yld A1 USD;
LU0315084102;Schroder ISF European Eq Yld A1 Dis;
LU0315165794;UBS (Lux) BS Convt Glbl EUR Hdg P Inc;
LU0315558253;Loomis Sayles US Research Fd S/A EUR;
LU0316218527;AXA WF Frm Human Capital AC EUR;
LU0316218873;AXA WF Frm Human Capital EC EUR;
LU0316218956;Wellington Special Equity A;
LU0316219095;AXA WF Frm Human Capital FC EUR;
LU0316219251;AXA WF Frm Human Capital IC EUR;
LU0316458917;Schroder ISF Middle East JPY J;
LU0316459139;Schroder ISF Middle East EUR A USD;
LU0316459568;Schroder ISF Middle East EUR B;
LU0316465888;Schroder ISF Middle East EUR C;
LU0316467660;Schroder ISF Middle East EUR A1;
LU0316468478;Schroder ISF Middle East EUR I;
LU0316469013;Schroder ISF Hong Kong Eq I;
LU0316492692;Templeton Global Bond A MDis ?-H1;
LU0316492775;Templeton Global Bond I Acc ?-H1;
LU0316492858;Templeton Global Balanced A Acc ?-H1;
LU0316492932;Templeton Global Balanced N Acc ?-H1;
LU0316493153;Templeton Glbl Total Return A MDis ?-H1;
LU0316493237;Templeton Glbl Total Return I Acc ?-H1;
LU0316493310;Templeton Glbl Total Return A Acc PLN-H1;
LU0316493401;Templeton BRIC A Acc ?-H1;
LU0316493583;Templeton Asian Growth A Acc ?-H1;
LU0316493666;Templeton Asian Growth N Acc ?-H1;
LU0316493740;Templeton Asian Bond A Acc ?-H1;
LU0316494045;Franklin Mutual Beacon I Acc ?-H1;
LU0316494391;Franklin US Opportunities A Acc ?-H1;
LU0316494474;Franklin US Opportunities I Acc ?-H1;
LU0316494557;Franklin Temp Glbl Fnd Str A Acc $;
LU0316494805;Franklin Temp Glbl Fnd Str A Acc ?;
LU0316494987;Franklin Temp Glbl Fnd Str A Acc ?-H1;
LU0316495281;Franklin Temp Glbl Fnd Str I Acc ?;
LU0316753325;GS Glbl High Yield I Inc ? Hdgd;
LU0316758555;GS Glbl Emerg Mkts Debt IX;
LU0317019452;Dexia Equities L Europe V EUR;
LU0317020898;Dexia Eqs L EMU C EUR Acc;
LU0317021193;Dexia Eqs L EMU N;
LU0317021359;Dexia Eqs L EMU Z;
LU0317021433;Dexia Eqs L EMU I;
LU0317021516;Dexia Eqs L Emerging Europe C;
LU0317021607;Dexia Eqs L Emerg Europe C EUR Inc;
LU0317021862;Dexia Eqs L Emerging Europe N;
LU0317021946;Dexia Equities L Emerging Europe V Acc EUR;
LU0317022167;Dexia Equities L Emerg Europe I EUR Acc;
LU0317841665;Lyxor MSCI Europe (DR) SE;
LU0317978962;GS Glbl Emerg Mkts Equity IX;
LU0318446571;F&C Global Climate Opp X GBP;
LU0318449088;F&C Global Climate Opp A EUR;
LU0318449328;F&C Global Climate Opp I EUR;
LU0318449591;F&C Global Climate Opp A GBP;
LU0318451738;F&C Global Climate Opp I GBP;
LU0318842175;Lyxor Index Fund Euro Stoxx 300 (DR) OE;
LU0318919908;FF - Instl Asia Pac ex Japan Opp;
LU0318920310;FF - Instl Hong Kong Eq P;
LU0318920740;FF - Instl Hong Kong Opp P;
LU0318931192;FF - China Focus A Acc EUR;
LU0318931358;JPM Em Mkts Small Cap A (acc)-USD;
LU0318932836;JPM Em Mkts Small Cap A (dist)-GBP;
LU0318933057;JPM Em Mkts Small Cap A (acc)-EUR;
LU0318933131;JPM Em Mkts Small Cap B (acc)-USD;
LU0318933214;JPM Em Mkts Small Cap C (acc)-USD;
LU0318933305;JPM Em Mkts Small Cap D (acc)-USD;
LU0318933487;JPM Emerging Markets Small Cap D EUR;
LU0318933560;JPM Emerging Markets Small Cap Fund I (acc) USD;
LU0318934451;JPM Brazil Alpha Plus A (acc)-USD;
LU0318934535;JPM Brazil Alpha Plus A (dist)-USD;
LU0318936407;JPM Brazil Alpha Plus C (acc)-USD;
LU0318936589;JPM Brazil Alpha Plus D (acc)-USD;
LU0318936662;JPM Brazil Alpha Plus I (acc)-USD;
LU0318939179;FF - America Y Acc USD;
LU0318939252;FF - American Growth Y Acc USD;
LU0318939419;FF - European Y Acc Euro;
LU0318939500;FF - European Aggressive Y Acc Euro;
LU0318939765;FF - European Larger Cos Y;
LU0318940003;FF - European Dynamic Growth Y Acc Euro;
LU0318940185;FF - France Y Acc Euro;
LU0318940342;FF - Italy Y Acc Euro;
LU0318940771;FF - Japan Y Acc JPY;
LU0318941159;FF - South East Asia Y Acc USD;
LU0318941662;FF - World Y Acc Euro;
LU0319080601;William Blair SICAV Glbl Leaders A USD;
LU0319685342;Amundi Fds Eq Emg Internal Demand IU-C;
LU0319685425;Amundi Fds Eq Emg Internal Demand IU-D;
LU0319685698;Amundi Fds Eq Emg Internal Demand XU-C;
LU0319685854;Amundi Fds Eq Emg Internal Demand AU-C;
LU0319686076;Amundi Fds Eq Emg Internal Demand AU-D;
LU0319686159;Amundi Fds Eq Emg Internal Demand SU-C;
LU0319686829;Amundi Fds Absolute Vol World Eqs IU-C;
LU0319687041;Amundi Fds Absolute Vol World Eqs IU-D;
LU0319687124;Amundi Fds Absolute Vol World Eqs AU-C;
LU0319687397;Amundi Fds Absolute Vol World Eqs AU-D;
LU0319687470;Amundi Fds Absolute Vol World Eqs SU-C;
LU0319687553;Amundi Fds Absolute Vol World Eqs H-C;
LU0319687637;Amundi Fds Bd Global Aggregate IU-C;
LU0319687710;Amundi Fds Bd Global Aggregate IU-D;
LU0319688015;Amundi Fds Bd Global Aggregate AU-C;
LU0319688288;Amundi Fds Bd Global Aggregate AU-D;
LU0319688361;Amundi Fds Bd Global Aggregate SU-C;
LU0319688445;Amundi Fds Bd Global Corporate IU-C;
LU0319688791;Amundi Fds Bd Global Corporate AU-C;
LU0319688874;Amundi Fds Bd Global Corporate AU-D;
LU0319688957;Amundi Fds Bd Global Corporate SU-C;
LU0319791538;Schroder ISF European Dividend Max A;
LU0319791611;Schroder ISF European Dividend Max B;
LU0319791884;Schroder ISF European Dividend Max C;
LU0319791967;Schroder ISF European Dividend Max A1;
LU0319792007;Schroder ISF European Dividend Max I;
LU0319795521;Schroder ISF QEP Global Quality C;
LU0319797063;Schroder ISF QEP Global Quality I;
LU0319798202;Torrus ML Commodity Enhanced Beta Ret ?;
LU0319798384;Torrus ML Commodity Enhanced Beta Inst ?;
LU0320298689;BGF World Gold X2;
LU0320329583;Parworld Track UK C C;
LU0320329740;Parworld Track UK I;
LU0320330326;Parworld Track UK P;
LU0320646986;Pictet Biotech-P dy GBP;
LU0320647281;Pictet Generics-P?dy GBP;
LU0320647794;Pictet Premium Brands-P?dy GBP;
LU0320647950;Pictet Security-P dy GBP;
LU0320648172;Pictet Digital Communication-P?dy GBP;
LU0320648255;Pictet Clean Energy-P?dy GBP;
LU0320648925;Pictet Indian Equities-P?dy GBP;
LU0320649493;Pictet Greater China-P?dy GBP;
LU0320649907;Pictet Eastern Europe-P dy GBP;
LU0320738320;Templeton Thailand A Acc SGD;
LU0320763518;Templeton Latin America A Acc SGD;
LU0320763609;Templeton Korea A Acc SGD;
LU0320763948;Templeton Global Bond A MDis SGD;
LU0320764169;Templeton Glbl Total Return A MDis SGD;
LU0320764243;Templeton Emerging Markets A Acc SGD;
LU0320764326;Templeton Eastern Europe A Acc SGD;
LU0320764599;Templeton China A Acc SGD;
LU0320764672;Templeton BRIC A Acc SGD;
LU0320764755;Templeton Asian Growth A Acc SGD;
LU0320764912;Templeton Asian Bond A MDis SGD;
LU0320765059;Franklin US Opportunities A Acc SGD;
LU0320765133;Franklin US Government A MDis SGD-H1;
LU0320765216;Franklin Templeton Japan A Acc SGD;
LU0320765307;Franklin Mutual European A Acc SGD;
LU0320765489;Franklin Mutual Beacon A Acc SGD;
LU0320765646;Franklin Income A MDis SGD-H1;
LU0320765729;Franklin Glbl Real Estate A QDis SGD;
LU0320765992;Franklin Biotechnology Disc A Acc SGD;
LU0320896664;Robeco US Premium Equities DH EUR;
LU0320897043;Robeco US Premium Equities IH EUR;
LU0321179029;1741 (Lux) Eq Act Idx Wld I EUR;
LU0321179458;1741 (Lux) Eq Act Idx Wld IX EUR;
LU0321371998;Schroder ISF European Dividend Max A Dis;
LU0321373184;Schroder ISF European Dividend Max B Dis;
LU0321373267;Schroder ISF European Dividend Max C Dis;
LU0321374661;Schroder ISF European Dividend Max A1Dis;
LU0321505439;Schroder ISF Global Div Max SGD A;
LU0321505868;Schroder ISF Global Div Max SGD A Dis;
LU0321506080;Schroder ISF QEP Global Quality C Dis;
LU0321538281;AA MMF FoM North American Equities A USD;
LU0321538521;AA MMF FoM Asia Pacific Equities A USD;
LU0321538794;AA MMF FoM European Equities A USD;
LU0321538950;AA MMF FoM North American Equities A EUR;
LU0321539412;AA MMF FoM Asia Pacific Equities A EUR;
LU0321539685;AA MMF FoM European Equities A EUR;
LU0321539842;AA MMF FoM North American Equities I USD;
LU0321539925;AA MMF FoM Asia Pacific Equities I USD;
LU0321540188;AA MMF FoM European Equities I EUR;
LU0321994963;GS Euro Fixed Income + E;
LU0322492728;UBS (Lux) EF Emerg Mks Infras USD P Acc;
LU0322544205;JPM Europe Dyn Mega Cap A (acc)-USD;
LU0322544890;JPM Europe Dyn Mega Cap D (acc)-USD;
LU0322549691;GS Glbl Fixed Income + Hdgd E;
LU0322778613;William Blair SICAV Glbl Leaders B EUR;
LU0322980367;JPM Europe Select 130/30 A (dist)-EUR;
LU0323041763;Digital Stars Europe R;
LU0323048693;Dexia Money Market Euro V Acc;
LU0323048859;Dexia Money Market Euro Sust V EUR Acc;
LU0323090380;Pictet Short-Term Money Market JPY J;
LU0323164250;Aberdeen Global Euro High Yld Bd A2 USD;
LU0323239441;HSBC GIF Climate Change A Acc;
LU0323240290;HSBC GIF Climate Change A Inc;
LU0323240373;HSBC GIF Climate Change E;
LU0323240613;HSBC GIF Climate Change I;
LU0323243989;Share Gold EUR;
LU0323421163;Templeton European A Acc SGD;
LU0323421593;Franklin High Yield A MDis SGD-H1;
LU0323455575;JPM HiBdge Stat.Mkt Neutral A (acc)-USDH;
LU0323455815;JPM HiBdge Stat.Mkt Neutral A (Dis)-GBPH;
LU0323455906;JPM HiBdge Stat.Mkt Neutral C (Dis)-GBPH;
LU0323456037;JPM Highbridge Statistical Market Neutral A (acc) ;
LU0323456201;JPM Income Opportunity A (dis)-GBP (Hdg);
LU0323456383;JPM Income Opportunity A (acc)-SEK (Hdg);
LU0323456466;JPM Income Opportunity A USD Acc Hdgd;
LU0323456540;JPM Income Opportunity C (dis)-GBP (Hdg);
LU0323456623;JPM Income Opportunity C (acc)-SEK (Hdg);
LU0323456896;JPM Income Opportunity C (acc)-USD;
LU0323591593;Schroder ISF QEP Global Quality A;
LU0323591676;Schroder ISF QEP Global Quality B;
LU0323591759;Schroder ISF QEP Global Quality A1;
LU0323591833;Schroder ISF QEP Global Quality A ?Acc;
LU0323591916;Schroder ISF QEP Global Quality B ?Acc;
LU0323592138;Schroder ISF QEP Global Quality C ?Acc;
LU0323592211;Schroder ISF QEP Global Quality A1?Acc;
LU0323592484;Schroder ISF QEP Global Quality I ?Acc;
LU0324196079;CS (Lux) GL Inflation Lnkd Bond FB USD;
LU0324196400;CS (Lux) GL Inflation Lnkd Bond FBH EUR;
LU0324196582;CS (Lux) GL Inflation Lnkd Bond FBH CHF;
LU0324196665;CS (Lux) Glb Convtb Invmt Grd Bd EB USD;
LU0324197390;CS (Lux) Glb Convtb Invmt Grd Bd EBH EUR;
LU0324197556;CS (Lux) Glb Convtb Invmt Grd Bd EBH CHF;
LU0324426252;LOYS Sicav - LOYS Global N;
LU0324479020;Pioneer Fds Global Ecology I EUR ND;
LU0324501484;JPM Europe Select Eq X (acc)-EUR (Hdg);
LU0324791119;GS Glbl Fixed Income + Hdgd IO Acc $;
LU0324984854;SEB Nordic Focus C EUR;
LU0325073012;JPM Highbridge Europe STEEP A (acc)-EUR;
